cliente_id,mes,segmento,idade,qtd_transacoes_pix,valor_total_pix,canal_preferencial
C0081,2024-02,PF Alta Renda,70,36,14698.45,App
C0081,2024-03,PF Alta Renda,70,20,6569.54,App
C0081,2024-04,PF Alta Renda,70,33,8109.38,App
C0081,2024-05,PF Alta Renda,70,21,10579.27,App
C0081,2024-06,PF Alta Renda,70,35,16281.43,App
C0082,2024-01,PF Varejo,74,14,1969.71,App
C0082,2024-02,PF Varejo,74,11,1541.57,App
C0082,2024-03,PF Varejo,74,12,1721.25,App
C0082,2024-04,PF Varejo,74,14,1186.64,App
C0082,2024-05,PF Varejo,74,10,978.95,App
C0082,2024-06,PF Varejo,74,11,1299.16,App
C0083,2024-01,PF Alta Renda,72,31,12544.51,App
C0083,2024-02,PF Alta Renda,72,25,8096.33,App
C0083,2024-03,PF Alta Renda,72,23,7692.69,App
C0083,2024-04,PF Alta Renda,72,20,3671.47,App
C0083,2024-05,PF Alta Renda,72,23,11334.03,App
C0083,2024-06,PF Alta Renda,72,26,13274.84,App
C0084,2024-01,PF Varejo,49,13,1367.63,App
C0084,2024-02,PF Varejo,49,14,1537.08,App
C0084,2024-03,PF Varejo,49,14,1348.19,App
C0084,2024-04,PF Varejo,49,14,1986.07,App
C0084,2024-05,PF Varejo,49,19,2404.24,App
C0084,2024-06,PF Varejo,49,12,1242.5,App
C0085,2024-01,PF Varejo,29,10,1321.32,App
C0085,2024-02,PF Varejo,29,10,1320.51,App
C0085,2024-03,PF Varejo,29,10,1529.54,App
C0085,2024-04,PF Varejo,29,11,1424.99,App
C0085,2024-05,PF Varejo,29,9,985.16,App
C0085,2024-06,PF Varejo,29,8,812.93,App
C0086,2024-01,PF Varejo,65,11,1098.4,App
C0086,2024-02,PF Varejo,65,15,1175.51,App
C0086,2024-03,PF Varejo,65,11,1374.05,App
C0086,2024-04,PF Varejo,65,13,1905.55,App
C0086,2024-05,PF Varejo,65,13,1333.95,App
C0086,2024-06,PF Varejo,65,10,1205.99,App
C0087,2024-01,PF Alta Renda,63,18,5263.5,Internet Banking
C0087,2024-02,PF Alta Renda,63,24,9558.94,Internet Banking
C0087,2024-03,PF Alta Renda,63,17,4339.56,Internet Banking
C0087,2024-04,PF Alta Renda,63,6,2234.84,Internet Banking
C0087,2024-05,PF Alta Renda,63,1,327.92,Internet Banking
C0087,2024-06,PF Alta Renda,63,1,428.26,Internet Banking
C0088,2024-01,PF Varejo,74,7,884.02,Internet Banking
C0088,2024-02,PF Varejo,74,6,575.91,Internet Banking
C0088,2024-03,PF Varejo,74,7,945.17,Internet Banking
C0088,2024-04,PF Varejo,74,7,486.56,Internet Banking
C0088,2024-05,PF Varejo,74,8,821.25,Internet Banking
C0088,2024-06,PF Varejo,74,7,1038.43,Internet Banking
C0089,2024-01,PF Varejo,55,9,1145.22,App
C0089,2024-02,PF Varejo,55,6,684.01,App
C0089,2024-03,PF Varejo,55,9,1312.04,App
C0089,2024-04,PF Varejo,55,8,973.0,App
C0089,2024-05,PF Varejo,55,8,1088.15,App
C0089,2024-06,PF Varejo,55,11,1735.87,App
C0090,2024-01,PF Varejo,26,15,1144.06,App
C0090,2024-02,PF Varejo,26,14,1675.62,App
C0090,2024-03,PF Varejo,26,16,1924.31,App
C0090,2024-04,PF Varejo,26,14,1498.34,App
C0090,2024-05,PF Varejo,26,11,744.59,App
C0090,2024-06,PF Varejo,26,18,3003.74,App
C0091,2024-01,PF Varejo,46,11,1696.37,App
C0091,2024-02,PF Varejo,46,9,704.27,App
C0091,2024-03,PF Varejo,46,11,744.83,App
C0091,2024-04,PF Varejo,46,11,1169.31,App
C0091,2024-05,PF Varejo,46,11,1558.88,App
C0091,2024-06,PF Varejo,46,11,1433.35,App
C0092,2024-01,PF Alta Renda,43,33,16030.34,Internet Banking
C0092,2024-02,PF Alta Renda,43,28,10627.21,Internet Banking
C0092,2024-03,PF Alta Renda,43,24,8721.53,Internet Banking
C0092,2024-04,PF Alta Renda,43,30,13730.68,Internet Banking
C0092,2024-05,PF Alta Renda,43,30,11770.85,Internet Banking
C0092,2024-06,PF Alta Renda,43,32,13274.83,Internet Banking
C0093,2024-01,PF Varejo,66,11,1037.76,App
C0093,2024-02,PF Varejo,66,7,1144.66,App
C0093,2024-03,PF Varejo,66,7,903.63,App
C0093,2024-04,PF Varejo,66,3,354.68,App
C0093,2024-05,PF Varejo,66,0,0.0,App
C0093,2024-06,PF Varejo,66,0,0.0,App
C0094,2024-01,PF Varejo,40,14,1113.68,App
C0094,2024-02,PF Varejo,40,18,2670.76,App
C0094,2024-03,PF Varejo,40,18,2547.62,App
C0094,2024-04,PF Varejo,40,18,2282.97,App
C0094,2024-05,PF Varejo,40,15,1575.88,App
C0094,2024-06,PF Varejo,40,19,1815.17,App
C0095,2024-01,PF Varejo,36,8,584.58,App
C0095,2024-02,PF Varejo,36,7,984.54,App
C0095,2024-03,PF Varejo,36,5,743.87,App
C0095,2024-04,PF Varejo,36,2,218.18,App
C0095,2024-05,PF Varejo,36,0,0.0,App
C0095,2024-06,PF Varejo,36,0,0.0,App
C0096,2024-01,PF Varejo,22,12,1297.73,Internet Banking
C0096,2024-02,PF Varejo,22,11,1430.98,Internet Banking
C0096,2024-03,PF Varejo,22,10,1681.44,Internet Banking
C0096,2024-04,PF Varejo,22,13,2404.76,Internet Banking
C0096,2024-05,PF Varejo,22,12,1337.13,Internet Banking
C0096,2024-06,PF Varejo,22,14,1701.33,Internet Banking
C0097,2024-01,PF Varejo,65,16,1000.63,App
C0097,2024-02,PF Varejo,65,18,1442.12,App
C0097,2024-03,PF Varejo,65,15,972.18,App
C0097,2024-04,PF Varejo,65,20,2675.26,App
C0097,2024-05,PF Varejo,65,14,915.21,App
C0097,2024-06,PF Varejo,65,17,2142.75,App
C0098,2024-01,PF Varejo,61,11,1753.34,App
C0098,2024-02,PF Varejo,61,14,1376.87,App
C0098,2024-03,PF Varejo,61,13,2014.3,App
C0098,2024-04,PF Varejo,61,11,881.78,App
C0098,2024-05,PF Varejo,61,14,1058.68,App
C0098,2024-06,PF Varejo,61,14,1522.68,App
C0099,2024-01,PF Varejo,20,6,918.8,App
C0099,2024-02,PF Varejo,20,7,960.31,App
C0099,2024-03,PF Varejo,20,7,726.25,App
C0099,2024-04,PF Varejo,20,5,579.3,App
C0099,2024-05,PF Varejo,20,5,569.01,App
C0099,2024-06,PF Varejo,20,6,388.37,App
C0100,2024-01,PJ Pequeno Negocio,42,38,4740.13,Internet Banking
C0100,2024-02,PJ Pequeno Negocio,42,44,13415.32,Internet Banking
C0100,2024-03,PJ Pequeno Negocio,42,38,11116.74,Internet Banking
C0100,2024-04,PJ Pequeno Negocio,42,44,12482.38,Internet Banking
C0100,2024-05,PJ Pequeno Negocio,42,42,12859.59,Internet Banking
C0100,2024-06,PJ Pequeno Negocio,42,45,8037.33,Internet Banking
C0101,2024-01,PJ Pequeno Negocio,45,25,5013.09,App
C0101,2024-02,PJ Pequeno Negocio,45,25,4808.58,App
C0101,2024-03,PJ Pequeno Negocio,45,24,5803.6,App
C0101,2024-04,PJ Pequeno Negocio,45,28,7690.73,App
C0101,2024-05,PJ Pequeno Negocio,45,22,4259.0,App
C0101,2024-06,PJ Pequeno Negocio,45,25,7192.66,App
C0102,2024-01,PF Alta Renda,44,26,11843.57,App
C0102,2024-02,PF Alta Renda,44,22,9967.55,App
C0102,2024-03,PF Alta Renda,44,21,10546.05,App
C0102,2024-04,PF Alta Renda,44,22,7085.12,App
C0102,2024-05,PF Alta Renda,44,26,8851.74,App
C0102,2024-06,PF Alta Renda,44,21,9962.03,App
C0103,2024-01,PF Varejo,70,7,712.86,Internet Banking
C0103,2024-02,PF Varejo,70,9,1069.63,Internet Banking
C0103,2024-03,PF Varejo,70,9,1074.0,Internet Banking
C0103,2024-04,PF Varejo,70,9,945.5,Internet Banking
C0103,2024-05,PF Varejo,70,9,1084.51,Internet Banking
C0103,2024-06,PF Varejo,70,11,1693.16,Internet Banking
C0104,2024-01,PJ Pequeno Negocio,26,23,6330.73,Internet Banking
C0104,2024-02,PJ Pequeno Negocio,26,26,6895.68,Internet Banking
C0104,2024-03,PJ Pequeno Negocio,26,20,5327.38,Internet Banking
C0104,2024-04,PJ Pequeno Negocio,26,8,2472.41,Internet Banking
C0104,2024-05,PJ Pequeno Negocio,26,2,413.12,Internet Banking
C0104,2024-06,PJ Pequeno Negocio,26,2,431.25,Internet Banking
C0105,2024-01,PF Alta Renda,35,33,9115.41,App
C0105,2024-02,PF Alta Renda,35,39,12468.96,App
C0105,2024-03,PF Alta Renda,35,29,9458.53,App
C0105,2024-04,PF Alta Renda,35,37,4894.74,App
C0105,2024-05,PF Alta Renda,35,29,11858.92,App
C0105,2024-06,PF Alta Renda,35,33,12078.53,App
C0106,2024-01,PF Alta Renda,28,20,8901.96,App
C0106,2024-02,PF Alta Renda,28,18,9203.55,App
C0106,2024-03,PF Alta Renda,28,18,6799.97,App
C0106,2024-04,PF Alta Renda,28,19,5862.82,App
C0106,2024-05,PF Alta Renda,28,26,8486.32,App
C0106,2024-06,PF Alta Renda,28,22,9192.89,App
C0107,2024-01,PF Varejo,31,8,1030.45,App
C0107,2024-02,PF Varejo,31,9,1054.14,App
C0107,2024-03,PF Varejo,31,9,1162.96,App
C0107,2024-04,PF Varejo,31,7,809.34,App
C0107,2024-05,PF Varejo,31,9,955.33,App
C0107,2024-06,PF Varejo,31,9,694.83,App
C0108,2024-01,PF Varejo,69,5,831.96,Internet Banking
C0108,2024-02,PF Varejo,69,5,425.87,Internet Banking
C0108,2024-03,PF Varejo,69,4,521.04,Internet Banking
C0108,2024-04,PF Varejo,69,6,776.73,Internet Banking
C0108,2024-05,PF Varejo,69,5,715.43,Internet Banking
C0108,2024-06,PF Varejo,69,5,493.56,Internet Banking
C0109,2024-01,PF Varejo,71,6,273.25,App
C0109,2024-02,PF Varejo,71,8,694.34,App
C0109,2024-03,PF Varejo,71,7,940.49,App
C0109,2024-04,PF Varejo,71,6,424.71,App
C0109,2024-05,PF Varejo,71,6,517.47,App
C0109,2024-06,PF Varejo,71,8,792.39,App
C0110,2024-01,PJ Pequeno Negocio,20,10,1994.06,App
C0110,2024-02,PJ Pequeno Negocio,20,14,3265.39,App
C0110,2024-03,PJ Pequeno Negocio,20,11,3083.64,App
C0110,2024-04,PJ Pequeno Negocio,20,9,1757.44,App
C0110,2024-05,PJ Pequeno Negocio,20,13,4269.01,App
C0110,2024-06,PJ Pequeno Negocio,20,12,3359.59,App
C0111,2024-01,PF Varejo,54,15,1369.85,App
C0111,2024-02,PF Varejo,54,16,2518.44,App
C0111,2024-03,PF Varejo,54,13,1271.51,App
C0111,2024-04,PF Varejo,54,13,1638.43,App
C0111,2024-05,PF Varejo,54,14,1401.29,App
C0111,2024-06,PF Varejo,54,18,2660.37,App
C0112,2024-01,PF Varejo,31,10,826.66,App
C0112,2024-02,PF Varejo,31,7,847.32,App
C0112,2024-03,PF Varejo,31,12,1513.46,App
C0112,2024-04,PF Varejo,31,9,1167.88,App
C0112,2024-05,PF Varejo,31,9,661.84,App
C0112,2024-06,PF Varejo,31,8,1114.44,App
C0113,2024-01,PF Varejo,28,8,907.57,Internet Banking
C0113,2024-02,PF Varejo,28,7,1108.19,Internet Banking
C0113,2024-03,PF Varejo,28,6,738.51,Internet Banking
C0113,2024-04,PF Varejo,28,8,1408.75,Internet Banking
C0113,2024-05,PF Varejo,28,7,638.23,Internet Banking
C0113,2024-06,PF Varejo,28,7,1029.12,Internet Banking
C0114,2024-01,PF Varejo,34,10,1570.98,App
C0114,2024-02,PF Varejo,34,11,1465.17,App
C0114,2024-03,PF Varejo,34,8,794.18,App
C0114,2024-04,PF Varejo,34,12,1660.72,App
C0114,2024-05,PF Varejo,34,10,1460.76,App
C0114,2024-06,PF Varejo,34,11,1295.12,App
C0115,2024-01,PF Varejo,29,8,1020.29,App
C0115,2024-02,PF Varejo,29,9,1041.38,App
C0115,2024-03,PF Varejo,29,9,1255.51,App
C0115,2024-04,PF Varejo,29,10,1348.5,App
C0115,2024-05,PF Varejo,29,10,1240.7,App
C0115,2024-06,PF Varejo,29,8,756.48,App
C0116,2024-01,PJ Pequeno Negocio,45,43,10841.82,Internet Banking
C0116,2024-02,PJ Pequeno Negocio,45,25,6048.01,Internet Banking
C0116,2024-03,PJ Pequeno Negocio,45,48,10470.5,Internet Banking
C0116,2024-04,PJ Pequeno Negocio,45,38,8474.08,Internet Banking
C0116,2024-05,PJ Pequeno Negocio,45,42,9957.29,Internet Banking
C0116,2024-06,PJ Pequeno Negocio,45,39,6032.9,Internet Banking
C0117,2024-01,PF Alta Renda,74,29,9367.8,Internet Banking
C0117,2024-02,PF Alta Renda,74,30,14568.07,Internet Banking
C0117,2024-03,PF Alta Renda,74,28,13765.04,Internet Banking
C0117,2024-04,PF Alta Renda,74,22,8517.89,Internet Banking
C0117,2024-05,PF Alta Renda,74,21,12061.11,Internet Banking
C0117,2024-06,PF Alta Renda,74,25,7893.63,Internet Banking
C0118,2024-01,PF Alta Renda,51,15,7562.8,Internet Banking
C0118,2024-02,PF Alta Renda,51,16,8292.94,Internet Banking
C0118,2024-03,PF Alta Renda,51,16,6051.59,Internet Banking
C0118,2024-04,PF Alta Renda,51,15,4627.72,Internet Banking
C0118,2024-05,PF Alta Renda,51,16,6884.56,Internet Banking
C0118,2024-06,PF Alta Renda,51,17,6524.48,Internet Banking
C0119,2024-01,PF Varejo,59,12,1406.37,App
C0119,2024-02,PF Varejo,59,12,778.59,App
C0119,2024-03,PF Varejo,59,12,737.8,App
C0119,2024-04,PF Varejo,59,14,1234.7,App
C0119,2024-05,PF Varejo,59,10,1463.94,App
C0119,2024-06,PF Varejo,59,11,842.81,App
C0120,2024-01,PF Varejo,46,5,445.32,App
C0120,2024-02,PF Varejo,46,6,964.48,App
C0120,2024-03,PF Varejo,46,7,694.81,App
C0120,2024-04,PF Varejo,46,5,648.89,App
C0120,2024-05,PF Varejo,46,4,563.0,App
C0120,2024-06,PF Varejo,46,5,642.91,App
C0121,2024-01,PF Varejo,18,10,1874.98,App
C0121,2024-02,PF Varejo,18,11,1006.68,App
C0121,2024-03,PF Varejo,18,10,720.83,App
C0121,2024-04,PF Varejo,18,12,754.86,App
C0121,2024-05,PF Varejo,18,13,1350.36,App
C0121,2024-06,PF Varejo,18,12,1349.88,App
C0122,2024-01,PF Varejo,22,11,1311.02,App
C0122,2024-02,PF Varejo,22,13,2184.49,App
C0122,2024-03,PF Varejo,22,13,2585.54,App
C0122,2024-04,PF Varejo,22,10,1382.87,App
C0122,2024-05,PF Varejo,22,11,1853.44,App
C0122,2024-06,PF Varejo,22,10,1433.98,App
C0123,2024-01,PF Varejo,33,11,1417.34,Internet Banking
C0123,2024-02,PF Varejo,33,10,1026.23,Internet Banking
C0123,2024-03,PF Varejo,33,11,1391.07,Internet Banking
C0123,2024-04,PF Varejo,33,13,1500.15,Internet Banking
C0123,2024-05,PF Varejo,33,10,1490.19,Internet Banking
C0123,2024-06,PF Varejo,33,11,1236.29,Internet Banking
C0124,2024-01,PF Varejo,31,13,1206.5,App
C0124,2024-02,PF Varejo,31,11,1706.23,App
C0124,2024-03,PF Varejo,31,12,1652.8,App
C0124,2024-04,PF Varejo,31,16,2297.83,App
C0124,2024-05,PF Varejo,31,12,2080.23,App
C0124,2024-06,PF Varejo,31,14,1574.04,App
C0125,2024-01,PF Varejo,65,8,1091.82,App
C0125,2024-02,PF Varejo,65,6,999.41,App
C0125,2024-03,PF Varejo,65,9,946.42,App
C0125,2024-04,PF Varejo,65,7,1090.64,App
C0125,2024-05,PF Varejo,65,7,783.51,App
C0125,2024-06,PF Varejo,65,8,362.07,App
C0126,2024-01,PF Varejo,66,9,1074.54,Internet Banking
C0126,2024-02,PF Varejo,66,10,865.96,Internet Banking
C0126,2024-03,PF Varejo,66,9,627.23,Internet Banking
C0126,2024-04,PF Varejo,66,8,1308.15,Internet Banking
C0126,2024-05,PF Varejo,66,10,1774.66,Internet Banking
C0126,2024-06,PF Varejo,66,11,1450.64,Internet Banking
C0127,2024-01,PF Varejo,66,11,1140.92,App
C0127,2024-02,PF Varejo,66,11,1172.71,App
C0127,2024-03,PF Varejo,66,12,647.41,App
C0127,2024-04,PF Varejo,66,11,875.12,App
C0127,2024-05,PF Varejo,66,8,767.5,App
C0127,2024-06,PF Varejo,66,10,1670.26,App
C0128,2024-01,PF Varejo,54,11,566.82,App
C0128,2024-02,PF Varejo,54,11,1157.57,App
C0128,2024-03,PF Varejo,54,10,814.06,App
C0128,2024-04,PF Varejo,54,14,1072.61,App
C0128,2024-05,PF Varejo,54,10,1705.03,App
C0128,2024-06,PF Varejo,54,10,1426.21,App
C0129,2024-01,PF Varejo,49,11,1762.57,App
C0129,2024-02,PF Varejo,49,10,988.81,App
C0129,2024-03,PF Varejo,49,8,868.58,App
C0129,2024-04,PF Varejo,49,7,729.11,App
C0129,2024-05,PF Varejo,49,11,1770.07,App
C0129,2024-06,PF Varejo,49,10,637.43,App
C0130,2024-01,PF Varejo,55,10,1091.93,App
C0130,2024-02,PF Varejo,55,11,1542.17,App
C0130,2024-03,PF Varejo,55,11,881.7,App
C0130,2024-04,PF Varejo,55,9,1084.89,App
C0130,2024-05,PF Varejo,55,9,978.28,App
C0130,2024-06,PF Varejo,55,11,1342.67,App
C0131,2024-01,PF Varejo,41,14,1061.4,App
C0131,2024-02,PF Varejo,41,15,1863.78,App
C0131,2024-03,PF Varejo,41,11,1314.48,App
C0131,2024-04,PF Varejo,41,13,1328.22,App
C0131,2024-05,PF Varejo,41,9,1360.74,App
C0131,2024-06,PF Varejo,41,11,1053.25,App
C0132,2024-01,PJ Pequeno Negocio,56,33,7083.37,App
C0132,2024-02,PJ Pequeno Negocio,56,46,10306.8,App
C0132,2024-03,PJ Pequeno Negocio,56,32,5952.39,App
C0132,2024-04,PJ Pequeno Negocio,56,37,11041.88,App
C0132,2024-05,PJ Pequeno Negocio,56,42,12141.95,App
C0132,2024-06,PJ Pequeno Negocio,56,44,12523.02,App
C0133,2024-01,PF Varejo,63,10,1251.61,Internet Banking
C0133,2024-02,PF Varejo,63,9,851.77,Internet Banking
C0133,2024-03,PF Varejo,63,9,1043.33,Internet Banking
C0133,2024-04,PF Varejo,63,9,726.67,Internet Banking
C0133,2024-05,PF Varejo,63,6,637.06,Internet Banking
C0133,2024-06,PF Varejo,63,9,802.94,Internet Banking
C0134,2024-01,PF Varejo,61,9,879.99,App
C0134,2024-02,PF Varejo,61,11,1368.61,App
C0134,2024-03,PF Varejo,61,8,1109.65,App
C0134,2024-04,PF Varejo,61,9,1088.61,App
C0134,2024-05,PF Varejo,61,8,915.42,App
C0134,2024-06,PF Varejo,61,11,1336.73,App
C0135,2024-01,PF Varejo,52,5,441.8,App
C0135,2024-02,PF Varejo,52,6,875.82,App
C0135,2024-03,PF Varejo,52,5,633.52,App
C0135,2024-04,PF Varejo,52,4,457.42,App
C0135,2024-05,PF Varejo,52,5,538.1,App
C0135,2024-06,PF Varejo,52,6,770.39,App
C0136,2024-01,PF Varejo,21,12,1238.51,App
C0136,2024-02,PF Varejo,21,10,1168.0,App
C0136,2024-03,PF Varejo,21,7,180.35,App
C0136,2024-04,PF Varejo,21,3,420.95,App
C0136,2024-05,PF Varejo,21,1,128.13,App
C0136,2024-06,PF Varejo,21,1,130.14,App
C0137,2024-01,PJ Pequeno Negocio,59,10,2356.17,App
C0137,2024-02,PJ Pequeno Negocio,59,9,2198.86,App
C0137,2024-03,PJ Pequeno Negocio,59,10,1397.11,App
C0137,2024-04,PJ Pequeno Negocio,59,9,3074.58,App
C0137,2024-05,PJ Pequeno Negocio,59,9,2329.78,App
C0137,2024-06,PJ Pequeno Negocio,59,11,2794.77,App
C0138,2024-01,PF Varejo,38,17,1991.01,App
C0138,2024-02,PF Varejo,38,14,1129.46,App
C0138,2024-03,PF Varejo,38,15,1882.7,App
C0138,2024-04,PF Varejo,38,14,1403.24,App
C0138,2024-05,PF Varejo,38,13,2720.65,App
C0138,2024-06,PF Varejo,38,12,1379.19,App
C0139,2024-01,PF Alta Renda,60,33,14332.75,App
C0139,2024-02,PF Alta Renda,60,32,7185.1,App
C0139,2024-03,PF Alta Renda,60,30,8372.45,App
C0139,2024-04,PF Alta Renda,60,31,11553.19,App
C0139,2024-05,PF Alta Renda,60,36,14342.43,App
C0139,2024-06,PF Alta Renda,60,31,9571.9,App
C0140,2024-01,PF Varejo,48,8,1093.06,App
C0140,2024-02,PF Varejo,48,8,677.51,App
C0140,2024-03,PF Varejo,48,9,613.05,App
C0140,2024-04,PF Varejo,48,9,1907.18,App
C0140,2024-05,PF Varejo,48,12,2030.71,App
C0140,2024-06,PF Varejo,48,7,864.72,App
C0141,2024-01,PF Varejo,68,12,1619.64,App
C0141,2024-02,PF Varejo,68,11,1336.21,App
C0141,2024-03,PF Varejo,68,9,944.52,App
C0141,2024-04,PF Varejo,68,9,908.18,App
C0141,2024-05,PF Varejo,68,11,1076.43,App
C0141,2024-06,PF Varejo,68,11,1221.05,App
C0142,2024-01,PF Varejo,37,11,689.31,Internet Banking
C0142,2024-02,PF Varejo,37,11,1430.77,Internet Banking
C0142,2024-03,PF Varejo,37,9,1292.9,Internet Banking
C0142,2024-04,PF Varejo,37,10,1074.17,Internet Banking
C0142,2024-05,PF Varejo,37,12,1392.43,Internet Banking
C0142,2024-06,PF Varejo,37,7,816.88,Internet Banking
C0143,2024-01,PJ Pequeno Negocio,71,41,6993.73,App
C0143,2024-02,PJ Pequeno Negocio,71,32,6973.97,App
C0143,2024-03,PJ Pequeno Negocio,71,32,7332.02,App
C0143,2024-04,PJ Pequeno Negocio,71,41,9161.98,App
C0143,2024-05,PJ Pequeno Negocio,71,37,8654.21,App
C0143,2024-06,PJ Pequeno Negocio,71,40,6638.2,App
C0144,2024-01,PF Varejo,66,5,641.26,App
C0144,2024-02,PF Varejo,66,6,758.44,App
C0144,2024-03,PF Varejo,66,5,609.76,App
C0144,2024-04,PF Varejo,66,5,755.91,App
C0144,2024-05,PF Varejo,66,5,389.92,App
C0144,2024-06,PF Varejo,66,6,1004.82,App
C0145,2024-01,PF Varejo,36,12,1070.69,Internet Banking
C0145,2024-02,PF Varejo,36,13,1423.8,Internet Banking
C0145,2024-03,PF Varejo,36,10,1271.69,Internet Banking
C0145,2024-04,PF Varejo,36,12,2231.82,Internet Banking
C0145,2024-05,PF Varejo,36,9,1249.14,Internet Banking
C0145,2024-06,PF Varejo,36,13,1781.01,Internet Banking
C0146,2024-01,PF Varejo,45,11,1268.76,Internet Banking
C0146,2024-02,PF Varejo,45,11,1101.27,Internet Banking
C0146,2024-03,PF Varejo,45,14,1515.54,Internet Banking
C0146,2024-04,PF Varejo,45,12,1471.3,Internet Banking
C0146,2024-05,PF Varejo,45,11,1991.79,Internet Banking
C0146,2024-06,PF Varejo,45,13,1402.52,Internet Banking
C0147,2024-01,PF Varejo,48,15,1592.65,App
C0147,2024-02,PF Varejo,48,15,995.49,App
C0147,2024-03,PF Varejo,48,9,743.56,App
C0147,2024-04,PF Varejo,48,4,371.76,App
C0147,2024-05,PF Varejo,48,1,145.36,App
C0147,2024-06,PF Varejo,48,1,85.31,App
C0148,2024-01,PF Varejo,61,6,799.68,App
C0148,2024-02,PF Varejo,61,6,637.93,App
C0148,2024-03,PF Varejo,61,8,897.37,App
C0148,2024-04,PF Varejo,61,6,676.09,App
C0148,2024-05,PF Varejo,61,5,672.95,App
C0148,2024-06,PF Varejo,61,6,604.91,App
C0149,2024-01,PF Varejo,57,18,2192.08,App
C0149,2024-02,PF Varejo,57,13,1378.72,App
C0149,2024-03,PF Varejo,57,18,1617.63,App
C0149,2024-04,PF Varejo,57,15,1654.5,App
C0149,2024-05,PF Varejo,57,17,2796.87,App
C0149,2024-06,PF Varejo,57,19,1508.99,App
C0150,2024-01,PF Varejo,66,7,988.62,App
C0150,2024-02,PF Varejo,66,9,557.06,App
C0150,2024-03,PF Varejo,66,8,1446.41,App
C0150,2024-04,PF Varejo,66,8,754.44,App
C0150,2024-05,PF Varejo,66,6,802.28,App
C0150,2024-06,PF Varejo,66,9,660.3,App
C0151,2024-01,PF Alta Renda,39,23,10877.62,App
C0151,2024-02,PF Alta Renda,39,24,13107.12,App
C0151,2024-03,PF Alta Renda,39,14,7271.63,App
C0151,2024-04,PF Alta Renda,39,7,1997.89,App
C0151,2024-05,PF Alta Renda,39,1,364.98,App
C0151,2024-06,PF Alta Renda,39,1,212.19,App
C0152,2024-01,PJ Pequeno Negocio,46,24,6076.21,App
C0152,2024-02,PJ Pequeno Negocio,46,25,8037.62,App
C0152,2024-03,PJ Pequeno Negocio,46,23,7304.65,App
C0152,2024-04,PJ Pequeno Negocio,46,28,8943.87,App
C0152,2024-05,PJ Pequeno Negocio,46,24,6463.23,App
C0152,2024-06,PJ Pequeno Negocio,46,23,6645.65,App
C0153,2024-01,PF Varejo,42,8,664.71,App
C0153,2024-02,PF Varejo,42,9,679.41,App
C0153,2024-03,PF Varejo,42,6,625.82,App
C0153,2024-04,PF Varejo,42,9,851.18,App
C0153,2024-05,PF Varejo,42,8,1402.12,App
C0153,2024-06,PF Varejo,42,8,1095.25,App
C0154,2024-01,PF Varejo,69,11,1047.0,App
C0154,2024-02,PF Varejo,69,13,1298.86,App
C0154,2024-03,PF Varejo,69,8,716.93,App
C0154,2024-04,PF Varejo,69,4,400.57,App
C0154,2024-05,PF Varejo,69,1,68.14,App
C0154,2024-06,PF Varejo,69,1,91.71,App
C0155,2024-01,PF Varejo,35,11,1706.05,Internet Banking
C0155,2024-02,PF Varejo,35,11,1179.53,Internet Banking
C0155,2024-03,PF Varejo,35,13,1919.41,Internet Banking
C0155,2024-04,PF Varejo,35,12,534.36,Internet Banking
C0155,2024-05,PF Varejo,35,13,820.04,Internet Banking
C0155,2024-06,PF Varejo,35,12,1371.21,Internet Banking
C0156,2024-01,PF Alta Renda,51,12,3066.06,App
C0156,2024-02,PF Alta Renda,51,12,5496.51,App
C0156,2024-03,PF Alta Renda,51,10,5116.07,App
C0156,2024-04,PF Alta Renda,51,14,5783.98,App
C0156,2024-05,PF Alta Renda,51,12,4841.49,App
C0156,2024-06,PF Alta Renda,51,13,4768.65,App
C0157,2024-01,PF Varejo,24,8,913.16,App
C0157,2024-02,PF Varejo,24,7,1064.4,App
C0157,2024-03,PF Varejo,24,8,1038.22,App
C0157,2024-04,PF Varejo,24,6,733.26,App
C0157,2024-05,PF Varejo,24,6,591.73,App
C0157,2024-06,PF Varejo,24,5,615.62,App
C0158,2024-01,PF Alta Renda,66,27,7562.72,App
C0158,2024-02,PF Alta Renda,66,31,8039.41,App
C0158,2024-03,PF Alta Renda,66,30,14016.17,App
C0158,2024-04,PF Alta Renda,66,24,7464.18,App
C0158,2024-05,PF Alta Renda,66,30,11366.08,App
C0158,2024-06,PF Alta Renda,66,36,13210.46,App
C0159,2024-01,PF Alta Renda,39,21,9280.11,App
C0159,2024-02,PF Alta Renda,39,22,8014.66,App
C0159,2024-03,PF Alta Renda,39,21,5578.17,App
C0159,2024-04,PF Alta Renda,39,19,11085.77,App
C0159,2024-05,PF Alta Renda,39,21,9092.08,App
C0159,2024-06,PF Alta Renda,39,23,5962.27,App
C0160,2024-01,PF Alta Renda,37,22,7001.94,App
C0160,2024-02,PF Alta Renda,37,19,6449.15,App
C0160,2024-03,PF Alta Renda,37,19,11580.53,App
C0160,2024-04,PF Alta Renda,37,22,12087.43,App
C0160,2024-05,PF Alta Renda,37,20,8722.16,App
C0160,2024-06,PF Alta Renda,37,21,7778.66,App
C0161,2024-01,PF Varejo,51,7,886.74,Internet Banking
C0161,2024-02,PF Varejo,51,9,775.06,Internet Banking
C0161,2024-03,PF Varejo,51,13,1549.55,Internet Banking
